step,train_loss,train_accuracy,train_mean_token_accuracy
89,0.7188127040863037,-1,0.5625
90,0.7459853887557983,-1,0.59375
91,0.6617000699043274,-1,0.78125
92,0.6757967472076416,-1,0.75
93,0.6945282220840454,-1,0.65625
94,0.7096313238143921,-1,0.59375
95,0.5953177213668823,-1,0.75
96,0.7908825874328613,-1,0.5625
97,0.7463284134864807,-1,0.6875
98,0.7272858619689941,-1,0.65625
99,0.6812410354614258,-1,0.71875
100,0.7430768013000488,-1,0.59375
101,0.6789185404777527,-1,0.59375
102,0.597095251083374,-1,0.75
103,0.7520238161087036,-1,0.65625
104,0.6245954036712646,-1,0.65625
105,0.6370400786399841,-1,0.6875
106,0.6652935743331909,-1,0.75
107,0.6688472628593445,-1,0.71875
108,0.684794545173645,-1,0.65625
109,0.5217109322547913,-1,0.8125
110,0.6636883020401001,-1,0.71875
111,0.6473969221115112,-1,0.6875
112,0.682903528213501,-1,0.65625
113,0.6728964447975159,-1,0.59375
114,0.6713823080062866,-1,0.65625
115,0.5978392362594604,-1,0.75
116,0.587330162525177,-1,0.71875
117,0.5716387033462524,-1,0.78125
118,0.5587406754493713,-1,0.8125
119,0.6210474371910095,-1,0.6875
120,0.6716659069061279,-1,0.65625
121,0.5380253791809082,-1,0.71875
122,0.5509845018386841,-1,0.78125
123,0.5439108610153198,-1,0.8125
124,0.6169774532318115,-1,0.71875
125,0.6157103776931763,-1,0.65625
126,0.4976365566253662,-1,0.84375
127,0.5194817781448364,-1,0.78125
128,0.7546104192733765,-1,0.5625
129,0.6367797255516052,-1,0.75
130,0.6060064435005188,-1,0.71875
131,0.6916816234588623,-1,0.5625
132,0.6883677840232849,-1,0.5625
133,0.5330139398574829,-1,0.78125
134,0.611914873123169,-1,0.6875
135,0.6774982213973999,-1,0.71875
136,0.6030462980270386,-1,0.65625
137,0.5926004648208618,-1,0.625
138,0.6567320823669434,-1,0.65625
139,0.545961856842041,-1,0.78125
140,0.5278923511505127,-1,0.75
141,0.6285673379898071,-1,0.625
142,0.6340766549110413,-1,0.71875
143,0.538212776184082,-1,0.65625
144,0.4125283360481262,-1,0.84375
145,0.4820547103881836,-1,0.8125
146,0.6105346083641052,-1,0.65625
147,0.663894534111023,-1,0.6875
148,0.5756941437721252,-1,0.6875
149,0.5676020383834839,-1,0.75
150,0.5454586744308472,-1,0.71875
151,0.6841877698898315,-1,0.65625
152,0.6054694056510925,-1,0.65625
153,0.408139169216156,-1,0.875
154,0.5689431428909302,-1,0.78125
155,0.48529577255249023,-1,0.71875
156,0.6148887276649475,-1,0.65625
157,0.6145439147949219,-1,0.71875
158,0.5636571645736694,-1,0.71875
159,0.40879112482070923,-1,0.875
160,0.5341756343841553,-1,0.71875
161,0.48997846245765686,-1,0.8125
162,0.5938270092010498,-1,0.71875
163,0.5884890556335449,-1,0.75
164,0.5488823056221008,-1,0.71875
165,0.5432350635528564,-1,0.78125
166,0.6228923201560974,-1,0.625
167,0.5147513151168823,-1,0.78125
168,0.7844223380088806,-1,0.5625
169,0.36914482712745667,-1,0.875
170,0.5295317769050598,-1,0.71875
171,0.605514407157898,-1,0.59375
172,0.5315996408462524,-1,0.71875
173,0.4872841536998749,-1,0.8125
174,0.7025114297866821,-1,0.5625
175,0.5619809627532959,-1,0.75
176,0.58573317527771,-1,0.71875
177,0.46445232629776,-1,0.84375
178,0.5759745836257935,-1,0.78125
179,0.5651447772979736,-1,0.75
180,0.6394622325897217,-1,0.59375
181,0.5357224345207214,-1,0.71875
182,0.5033310055732727,-1,0.8125
183,0.695995032787323,-1,0.625
184,0.49666887521743774,-1,0.78125
185,0.5620183944702148,-1,0.78125
186,0.6162596344947815,-1,0.6875
187,0.5368322730064392,-1,0.78125
188,0.4351673722267151,-1,0.78125
189,0.5290604829788208,-1,0.78125
190,0.5063011050224304,-1,0.71875
191,0.6007439494132996,-1,0.5625
192,0.6087596416473389,-1,0.59375
193,0.5358847379684448,-1,0.71875
194,0.5251603126525879,-1,0.75
195,0.5990477204322815,-1,0.6875
196,0.4654260277748108,-1,0.75
197,0.37178122997283936,-1,0.84375
198,0.38824278116226196,-1,0.8125
199,0.5937464237213135,-1,0.75
200,0.5881338119506836,-1,0.65625
201,0.5998804569244385,-1,0.75
202,0.5773028135299683,-1,0.6875
203,0.7074216604232788,-1,0.65625
204,0.684794008731842,-1,0.65625
205,0.44654619693756104,-1,0.8125
206,0.565771222114563,-1,0.71875
207,0.5520059466362,-1,0.71875
208,0.5575270652770996,-1,0.71875
209,0.3818112313747406,-1,0.90625
210,0.5065263509750366,-1,0.75
211,0.4318450093269348,-1,0.8125
212,0.6336243748664856,-1,0.65625
213,0.6154327392578125,-1,0.75
214,0.5781351327896118,-1,0.78125
215,0.5249452590942383,-1,0.71875
216,0.4188374876976013,-1,0.875
217,0.63641357421875,-1,0.65625
218,0.4732923209667206,-1,0.8125
219,0.4859408736228943,-1,0.8125
220,0.39369136095046997,-1,0.84375
221,0.4964141547679901,-1,0.78125
222,0.5134270191192627,-1,0.75
223,0.6424018144607544,-1,0.625
224,0.4269232749938965,-1,0.78125
225,0.439483106136322,-1,0.8125
226,0.421369731426239,-1,0.875
227,0.4775180518627167,-1,0.78125
228,0.4188656210899353,-1,0.8125
229,0.6565226912498474,-1,0.65625
230,0.4914972186088562,-1,0.6875
231,0.42059847712516785,-1,0.875
232,0.5976619720458984,-1,0.71875
233,0.4591987133026123,-1,0.78125
234,0.4856758415699005,-1,0.78125
235,0.5846773386001587,-1,0.6875
236,0.4355788826942444,-1,0.8125
237,0.45567238330841064,-1,0.84375
238,0.44639909267425537,-1,0.8125
239,0.4091804027557373,-1,0.875
240,0.5851482152938843,-1,0.65625
241,0.5134615898132324,-1,0.75
242,0.37073296308517456,-1,0.84375
243,0.3319827914237976,-1,0.875
244,0.48632991313934326,-1,0.75
245,0.533623218536377,-1,0.78125
246,0.7280893921852112,-1,0.625
247,0.35244402289390564,-1,0.875
248,0.5443900227546692,-1,0.78125
249,0.5532264709472656,-1,0.75
250,0.513755202293396,-1,0.78125
251,0.5213412046432495,-1,0.78125
252,0.5921781063079834,-1,0.65625
253,0.48359933495521545,-1,0.75
254,0.48180338740348816,-1,0.78125
255,0.3435288667678833,-1,0.90625
256,0.5851213932037354,-1,0.6875
257,0.3795490264892578,-1,0.84375
258,0.7353640794754028,-1,0.71875
259,0.3512231409549713,-1,0.875
260,0.4410896897315979,-1,0.875
261,0.5151106715202332,-1,0.71875
262,0.4250725209712982,-1,0.84375
263,0.5627692937850952,-1,0.71875
264,0.41220027208328247,-1,0.75
265,0.46214914321899414,-1,0.8125
266,0.5649387836456299,-1,0.71875
267,0.307134211063385,-1,0.84375
268,0.690186619758606,-1,0.625
269,0.35886937379837036,-1,0.90625
270,0.5237525701522827,-1,0.78125
271,0.6690492630004883,-1,0.71875
272,0.3362107276916504,-1,0.84375
273,0.3716091513633728,-1,0.875
274,0.4598751962184906,-1,0.78125
275,0.40380749106407166,-1,0.8125
276,0.5536292195320129,-1,0.71875
277,0.4651225805282593,-1,0.71875
278,0.6009876132011414,-1,0.78125
279,0.3730367422103882,-1,0.8125
280,0.5330996513366699,-1,0.75
281,0.3506978452205658,-1,0.90625
282,0.287794828414917,-1,0.90625
283,0.292050838470459,-1,0.875
284,0.835099458694458,-1,0.625
285,0.3893747925758362,-1,0.84375
286,0.5344182848930359,-1,0.78125
287,0.37743836641311646,-1,0.84375
288,0.6120526790618896,-1,0.71875
289,0.37271007895469666,-1,0.875
290,0.3965769410133362,-1,0.875
291,0.5255480408668518,-1,0.75
292,0.5365728139877319,-1,0.65625
293,0.6234681606292725,-1,0.71875
294,0.6124986410140991,-1,0.71875
295,0.44484061002731323,-1,0.8125
296,0.41403713822364807,-1,0.84375
297,0.5937855243682861,-1,0.71875
298,0.5875329971313477,-1,0.71875
299,0.4741450250148773,-1,0.78125
300,0.3980385959148407,-1,0.8125
301,0.2673049569129944,-1,0.9375
302,0.5171410441398621,-1,0.78125
303,0.29973354935646057,-1,0.90625
304,0.41469240188598633,-1,0.8125
305,0.4025329053401947,-1,0.84375
306,0.337441623210907,-1,0.8125
307,0.5425195693969727,-1,0.71875
308,0.5562098026275635,-1,0.71875
309,0.5502890944480896,-1,0.6875
310,0.6476869583129883,-1,0.6875
311,0.5953623652458191,-1,0.71875
312,0.44362589716911316,-1,0.875
313,0.4011354446411133,-1,0.8125
314,0.2656725347042084,-1,0.90625
315,0.5155447125434875,-1,0.71875
316,0.6328362226486206,-1,0.78125
317,0.3126789331436157,-1,0.84375
318,0.49476343393325806,-1,0.78125
319,0.44824475049972534,-1,0.8125
320,0.4842478334903717,-1,0.78125
321,0.3835228979587555,-1,0.84375
322,0.5988274216651917,-1,0.78125
323,0.6424520611763,-1,0.78125
324,0.47832754254341125,-1,0.71875
325,0.44789230823516846,-1,0.8125
326,0.45683175325393677,-1,0.84375
327,0.5255363583564758,-1,0.75
328,0.5095275640487671,-1,0.75
329,0.5412810444831848,-1,0.75
330,0.39034783840179443,-1,0.84375
331,0.34293410181999207,-1,0.90625
332,0.46472471952438354,-1,0.75
333,0.495076060295105,-1,0.78125
334,0.6434738636016846,-1,0.65625
335,0.4659295380115509,-1,0.78125
336,0.35640230774879456,-1,0.84375
337,0.42464232444763184,-1,0.84375
338,0.5814020037651062,-1,0.6875
339,0.4355381727218628,-1,0.78125
340,0.46862053871154785,-1,0.78125
341,0.3783225119113922,-1,0.875
342,0.49627020955085754,-1,0.75
343,0.45866721868515015,-1,0.84375
344,0.3632626533508301,-1,0.875
345,0.890216588973999,-1,0.53125
346,0.4957159161567688,-1,0.75
347,0.6866359710693359,-1,0.75
348,0.5104458928108215,-1,0.75
349,0.3509845733642578,-1,0.90625
350,0.3127284049987793,-1,0.90625
351,0.4314711093902588,-1,0.78125
352,0.493351548910141,-1,0.8125
353,0.5574324727058411,-1,0.71875
354,0.393724262714386,-1,0.84375
355,0.5260992050170898,-1,0.8125
356,0.5995384454727173,-1,0.6875
357,0.7530918121337891,-1,0.71875
358,0.5776997804641724,-1,0.6875
359,0.3870280981063843,-1,0.8125
360,0.7092170715332031,-1,0.65625
361,0.4793604016304016,-1,0.78125
362,0.5801926851272583,-1,0.65625
363,0.4148339629173279,-1,0.8125
364,0.5285369753837585,-1,0.71875
365,0.6323111653327942,-1,0.59375
366,0.5081560611724854,-1,0.75
367,0.581164538860321,-1,0.75
368,0.685441255569458,-1,0.625
369,0.44713830947875977,-1,0.6875
370,0.5218024253845215,-1,0.6875
371,0.4779112935066223,-1,0.71875
372,0.47073912620544434,-1,0.78125
373,0.4685446619987488,-1,0.78125
374,0.3845350742340088,-1,0.8125
375,0.40268319845199585,-1,0.78125
376,0.3861387372016907,-1,0.84375
377,0.6872837543487549,-1,0.625
378,0.5981519818305969,-1,0.71875
379,0.2914165258407593,-1,0.875
380,0.6375842094421387,-1,0.6875
381,0.5915091037750244,-1,0.75
382,0.4932861328125,-1,0.71875
383,0.5934228301048279,-1,0.6875
384,0.4881935715675354,-1,0.78125
385,0.4615325331687927,-1,0.75
386,0.5563837289810181,-1,0.65625
387,0.6126317381858826,-1,0.65625
388,0.47439101338386536,-1,0.71875
389,0.4523666203022003,-1,0.78125
390,0.41377025842666626,-1,0.875
391,0.4000387191772461,-1,0.84375
392,0.47241854667663574,-1,0.8125
393,0.3931122422218323,-1,0.875
394,0.6134762763977051,-1,0.75
395,0.3589271605014801,-1,0.84375
396,0.6102720499038696,-1,0.75
397,0.6546474695205688,-1,0.65625
398,0.3976772427558899,-1,0.78125
399,0.40924766659736633,-1,0.84375
400,0.36632445454597473,-1,0.84375
401,0.5540500283241272,-1,0.75
402,0.5096181631088257,-1,0.71875
403,0.7059565782546997,-1,0.65625
404,0.5397611856460571,-1,0.75
405,0.3264104723930359,-1,0.84375
406,0.573906421661377,-1,0.6875
407,0.6391990184783936,-1,0.65625
408,0.6018937230110168,-1,0.59375
409,0.43065565824508667,-1,0.875
410,0.3040783405303955,-1,0.84375
411,0.42656761407852173,-1,0.75
412,0.394695907831192,-1,0.84375
413,0.5082248449325562,-1,0.75
414,0.3309873938560486,-1,0.84375
415,0.3339758515357971,-1,0.84375
416,0.3669824004173279,-1,0.84375
417,0.642173707485199,-1,0.75
418,0.39577046036720276,-1,0.8125
419,0.4690620005130768,-1,0.75
420,0.611303448677063,-1,0.75
421,0.8409215211868286,-1,0.59375
422,0.6035988926887512,-1,0.65625
423,0.4448615610599518,-1,0.84375
424,0.40519803762435913,-1,0.75
425,0.4659228026866913,-1,0.75
426,0.5915236473083496,-1,0.6875
427,0.4778534173965454,-1,0.8125
428,0.48326462507247925,-1,0.84375
429,0.5731927156448364,-1,0.75
430,0.5041486024856567,-1,0.71875
431,0.5242451429367065,-1,0.75
432,0.44983163475990295,-1,0.75
433,0.4797995090484619,-1,0.71875
434,0.7518512010574341,-1,0.59375
435,0.48139688372612,-1,0.78125
436,0.4454691410064697,-1,0.78125
437,0.4852335453033447,-1,0.8125
438,0.36731189489364624,-1,0.8125
439,0.34170830249786377,-1,0.84375
440,0.37340492010116577,-1,0.8125
441,0.28027331829071045,-1,0.875
442,0.4113697409629822,-1,0.78125
443,0.403114378452301,-1,0.8125
444,0.5558564066886902,-1,0.71875
445,0.4918128252029419,-1,0.78125
446,0.5709139108657837,-1,0.6875
447,0.3384314775466919,-1,0.84375
448,0.4845174551010132,-1,0.75
449,0.5116660594940186,-1,0.75
450,0.4473952651023865,-1,0.8125
451,0.49446937441825867,-1,0.78125
452,0.4495913088321686,-1,0.75
453,0.3748050630092621,-1,0.84375
454,0.3035004734992981,-1,0.90625
455,0.317053884267807,-1,0.84375
456,0.3849744200706482,-1,0.875
457,0.48664015531539917,-1,0.75
458,0.643791913986206,-1,0.71875
459,0.46695107221603394,-1,0.78125
460,0.6141089200973511,-1,0.625
461,0.5986291170120239,-1,0.6875
462,0.3543388843536377,-1,0.84375
463,0.562408447265625,-1,0.6875
464,0.3428211212158203,-1,0.90625
465,0.6146384477615356,-1,0.8125
466,0.4445852041244507,-1,0.75
467,0.5365524291992188,-1,0.65625
468,0.3142890930175781,-1,0.90625
469,0.4100741147994995,-1,0.875
470,0.42035460472106934,-1,0.75
471,0.5057569742202759,-1,0.78125
472,0.43905746936798096,-1,0.84375
473,0.39607906341552734,-1,0.8125
474,0.5845500230789185,-1,0.71875
475,0.4367498755455017,-1,0.78125
476,0.5118657946586609,-1,0.78125
477,0.45363879203796387,-1,0.78125
478,0.40128880739212036,-1,0.75
479,0.5309458374977112,-1,0.84375
480,0.592325747013092,-1,0.65625
481,0.5401357412338257,-1,0.75
482,0.3377242088317871,-1,0.90625
483,0.5228251218795776,-1,0.71875
484,0.4040426015853882,-1,0.71875
485,0.48431599140167236,-1,0.75
486,0.5531638860702515,-1,0.71875
487,0.5534654259681702,-1,0.6875
488,0.4561694264411926,-1,0.75
489,0.4711364209651947,-1,0.75
490,0.5493424534797668,-1,0.71875
491,0.5541627407073975,-1,0.59375
492,0.5931763648986816,-1,0.71875
493,0.42813441157341003,-1,0.8125
494,0.29540497064590454,-1,0.875
495,0.5072739720344543,-1,0.65625
496,0.5053702592849731,-1,0.71875
497,0.7025386095046997,-1,0.625
498,0.42280706763267517,-1,0.875
499,0.6030305027961731,-1,0.71875
500,0.44213980436325073,-1,0.75
501,0.4407070279121399,-1,0.78125
502,0.467277467250824,-1,0.75
503,0.48194360733032227,-1,0.75
504,0.5166606903076172,-1,0.78125
505,0.37370404601097107,-1,0.84375
506,0.48016536235809326,-1,0.8125
507,0.43607911467552185,-1,0.8125
508,0.44614309072494507,-1,0.75
509,0.523120641708374,-1,0.625
510,0.4054059386253357,-1,0.875
511,0.5365715026855469,-1,0.8125
512,0.6171085834503174,-1,0.5625
513,0.6750454902648926,-1,0.65625
514,0.5936545133590698,-1,0.75
515,0.361083984375,-1,0.84375
516,0.6303365230560303,-1,0.6875
517,0.43462926149368286,-1,0.875
518,0.49181002378463745,-1,0.71875
519,0.43910038471221924,-1,0.84375
520,0.47556620836257935,-1,0.78125
521,0.5586044192314148,-1,0.65625
522,0.4833926856517792,-1,0.6875
523,0.3794066309928894,-1,0.78125
524,0.4590797424316406,-1,0.75
525,0.6249630451202393,-1,0.59375
526,0.4496946334838867,-1,0.78125
527,0.33753132820129395,-1,0.9375
528,0.37586861848831177,-1,0.75
529,0.4172886610031128,-1,0.8125
530,0.35520902276039124,-1,0.84375
531,0.39867064356803894,-1,0.8125
532,0.3524061441421509,-1,0.875
533,0.5450986623764038,-1,0.78125
534,0.48497793078422546,-1,0.78125
535,0.4887406826019287,-1,0.75
536,0.4753211736679077,-1,0.8125
537,0.5871849060058594,-1,0.71875
538,0.4729576110839844,-1,0.875
539,0.46253636479377747,-1,0.78125
540,0.42273256182670593,-1,0.71875
541,0.6021397709846497,-1,0.71875
542,0.4693590998649597,-1,0.78125
543,0.6389572024345398,-1,0.625
544,0.4400012791156769,-1,0.8125
545,0.5443664193153381,-1,0.5625
546,0.3416776657104492,-1,0.9375
547,0.47439703345298767,-1,0.8125
548,0.49803802371025085,-1,0.75
549,0.3332221210002899,-1,0.90625
550,0.506003737449646,-1,0.71875
551,0.37948817014694214,-1,0.90625
552,0.5478755235671997,-1,0.75
553,0.28222864866256714,-1,0.84375
554,0.44456157088279724,-1,0.8125
555,0.4270850419998169,-1,0.75
556,0.3292675316333771,-1,0.875
557,0.4562760889530182,-1,0.71875
558,0.32670027017593384,-1,0.8125
559,0.5977956652641296,-1,0.78125
560,0.568925678730011,-1,0.65625
561,0.5564531087875366,-1,0.75
562,0.4294300377368927,-1,0.78125
563,0.41856297850608826,-1,0.8125
564,0.5315145254135132,-1,0.8125
565,0.26707515120506287,-1,0.96875
566,0.48077553510665894,-1,0.75
567,0.40284648537635803,-1,0.78125
568,0.46350347995758057,-1,0.78125
569,0.4412500858306885,-1,0.6875
570,0.4487902820110321,-1,0.84375
571,0.40545910596847534,-1,0.8125
572,0.4595322012901306,-1,0.75
573,0.3110424876213074,-1,0.84375
574,0.3794657289981842,-1,0.875
575,0.3346555829048157,-1,0.84375
576,0.45166993141174316,-1,0.71875
577,0.4588691294193268,-1,0.78125
578,0.5512616634368896,-1,0.75
579,0.38971924781799316,-1,0.875
580,0.3044554889202118,-1,0.9375
581,0.37979012727737427,-1,0.78125
582,0.5269433259963989,-1,0.75
583,0.908600389957428,-1,0.625
584,0.5403926372528076,-1,0.71875
585,0.34800928831100464,-1,0.8125
586,0.43403929471969604,-1,0.78125
587,0.3571997284889221,-1,0.84375
588,0.5718071460723877,-1,0.78125
589,0.3171030282974243,-1,0.78125
590,0.45370322465896606,-1,0.8125
591,0.5582114458084106,-1,0.71875
592,0.41167211532592773,-1,0.8125
593,0.34778472781181335,-1,0.875
594,0.6330875158309937,-1,0.71875
595,0.38279956579208374,-1,0.71875
596,0.2928950786590576,-1,0.875
597,0.5184519290924072,-1,0.8125
598,0.34461328387260437,-1,0.90625
599,0.39087024331092834,-1,0.78125
600,0.5295335650444031,-1,0.75
601,0.380011647939682,-1,0.78125
602,0.19685950875282288,-1,0.96875
603,0.42505747079849243,-1,0.8125
604,0.4332409203052521,-1,0.84375
605,0.4123832583427429,-1,0.78125
606,0.8023257255554199,-1,0.59375
607,0.5282451510429382,-1,0.78125
608,0.42367178201675415,-1,0.875
609,0.43908247351646423,-1,0.84375
610,0.6060293316841125,-1,0.65625
611,0.35042572021484375,-1,0.8125
612,0.2789030075073242,-1,0.9375
613,0.40073487162590027,-1,0.75
614,0.3865886628627777,-1,0.84375
615,0.48258697986602783,-1,0.75
616,0.4629973769187927,-1,0.78125
617,0.3555598258972168,-1,0.90625
618,0.3163127899169922,-1,0.84375
619,0.36486542224884033,-1,0.84375
620,0.33630114793777466,-1,0.84375
621,0.4671996831893921,-1,0.71875
622,0.26787447929382324,-1,0.90625
623,0.37532472610473633,-1,0.8125
624,0.545574426651001,-1,0.75
625,0.5566186904907227,-1,0.75
626,0.599642276763916,-1,0.71875
627,0.6426123380661011,-1,0.6875
628,0.2838488221168518,-1,0.90625
629,0.3372592031955719,-1,0.90625
630,0.4951244592666626,-1,0.84375
631,0.5207172632217407,-1,0.71875
632,0.3601434826850891,-1,0.90625
633,0.3306232690811157,-1,0.875
634,0.4541572332382202,-1,0.78125
635,0.31971728801727295,-1,0.9375
636,0.3729568421840668,-1,0.75
637,0.4306245446205139,-1,0.84375
638,0.35232800245285034,-1,0.84375
639,0.3700624108314514,-1,0.78125
640,0.5655111074447632,-1,0.71875
641,0.7100719213485718,-1,0.65625
642,0.5650839805603027,-1,0.78125
643,0.3131282329559326,-1,0.8125
644,0.28174832463264465,-1,0.9375
645,0.5706180334091187,-1,0.75
646,0.3110318183898926,-1,0.84375
647,0.4580821692943573,-1,0.875
648,0.4382951855659485,-1,0.75
649,0.4617314636707306,-1,0.8125
650,0.5386423468589783,-1,0.8125
651,0.4708824157714844,-1,0.6875
652,0.3697982132434845,-1,0.875
653,0.2706913650035858,-1,0.90625
654,0.4058768153190613,-1,0.8125
655,0.48864975571632385,-1,0.84375
656,0.7610803842544556,-1,0.75
657,0.5047014355659485,-1,0.71875
658,0.7121964693069458,-1,0.6875
659,0.3578888773918152,-1,0.875
660,0.7771597504615784,-1,0.6875
661,0.4797244071960449,-1,0.8125
662,0.5972322225570679,-1,0.71875
663,0.47110992670059204,-1,0.75
664,0.5303951501846313,-1,0.65625
665,0.3893200755119324,-1,0.84375
666,0.4219238758087158,-1,0.78125
667,0.7208748459815979,-1,0.53125
668,0.38244491815567017,-1,0.8125
669,0.5841405391693115,-1,0.71875
670,0.37872159481048584,-1,0.78125
671,0.34632405638694763,-1,0.90625
672,0.49905651807785034,-1,0.78125
673,0.3017423152923584,-1,0.90625
674,0.486372172832489,-1,0.71875
675,0.4201619029045105,-1,0.75
676,0.5337501168251038,-1,0.78125
677,0.3881031274795532,-1,0.84375
678,0.43041959404945374,-1,0.78125
679,0.615790843963623,-1,0.6875
680,0.5511125922203064,-1,0.71875
681,0.3271794617176056,-1,0.90625
682,0.38701099157333374,-1,0.8125
683,0.4238736033439636,-1,0.8125
684,0.6470098495483398,-1,0.75
685,0.36114710569381714,-1,0.8125
686,0.3979082703590393,-1,0.84375
687,0.265347957611084,-1,0.90625
688,0.4117743968963623,-1,0.84375
689,0.23745349049568176,-1,0.90625
690,0.4229096472263336,-1,0.84375
691,0.43891066312789917,-1,0.78125
692,0.3351382613182068,-1,0.875
693,0.2788771092891693,-1,0.84375
694,0.4682520031929016,-1,0.78125
695,0.5330489873886108,-1,0.75
696,0.42451387643814087,-1,0.6875
697,0.533903956413269,-1,0.75
698,0.6567100882530212,-1,0.6875
699,0.5025045871734619,-1,0.71875
700,0.5398204326629639,-1,0.75
701,0.4076779782772064,-1,0.78125
702,0.49264371395111084,-1,0.75
703,0.4433068335056305,-1,0.875
704,0.32132330536842346,-1,0.84375
705,0.41273537278175354,-1,0.8125
706,0.33124852180480957,-1,0.90625
707,0.40709924697875977,-1,0.8125
708,0.36168748140335083,-1,0.8125
709,0.522493302822113,-1,0.59375
710,0.45166611671447754,-1,0.78125
711,0.5120130181312561,-1,0.8125
712,0.5529711246490479,-1,0.71875
713,0.42528238892555237,-1,0.78125
714,0.37109923362731934,-1,0.84375
715,0.6144228577613831,-1,0.75
716,0.3519233167171478,-1,0.84375
717,0.41173821687698364,-1,0.84375
718,0.2939743995666504,-1,0.875
719,0.6080102920532227,-1,0.71875
720,0.5243947505950928,-1,0.71875
721,0.37702304124832153,-1,0.84375
722,0.4053996503353119,-1,0.84375
723,0.45274072885513306,-1,0.8125
724,0.3334130644798279,-1,0.875
725,0.33122125267982483,-1,0.8125
726,0.36397606134414673,-1,0.875
727,0.4798012375831604,-1,0.8125
728,0.5044283270835876,-1,0.8125
729,0.33917316794395447,-1,0.84375
730,0.2678666114807129,-1,0.9375
731,0.2922177314758301,-1,0.90625
732,0.3916168808937073,-1,0.84375
733,0.4802382290363312,-1,0.8125
734,0.41601866483688354,-1,0.75
735,0.4014638662338257,-1,0.78125
736,0.17302194237709045,-1,0.96875
737,0.2776658535003662,-1,0.875
738,0.2348041981458664,-1,0.90625
739,0.5595100522041321,-1,0.78125
740,0.3613758087158203,-1,0.90625
741,0.5133603811264038,-1,0.8125
742,0.6915090084075928,-1,0.6875
743,0.30482080578804016,-1,0.875
744,0.24878183007240295,-1,0.9375
745,0.22047489881515503,-1,0.90625
746,0.49112027883529663,-1,0.71875
747,0.3364970088005066,-1,0.8125
